ticker,date,period_ending,estimate,reported,surprise,surprise%
FSS,29-JUL-21,Jun 2021,0.45,0.5,0.05,11.11
FTDR,04-AUG-21,Jun 2021,0.65,0.76,0.11,16.92
FTNT,29-JUL-21,Jun 2021,0.86,0.95,0.09,10.47
FTV,29-JUL-21,Jun 2021,0.61,0.66,0.05,8.2
FUL,23-JUN-21,May 2021,0.92,0.94,0.02,2.17
FULC,10-AUG-21,Jun 2021,-0.65,-0.6,0.05,7.69
FULT,20-JUL-21,Jun 2021,0.32,0.38,0.06,18.75
FUV,16-AUG-21,Jun 2021,-0.16,-0.23,-0.07,-43.75
FWONK,06-AUG-21,Jun 2021,-0.38,0.24,0.62,163.16
FWRD,29-JUL-21,Jun 2021,0.93,1.11,0.18,19.35
G,05-AUG-21,Jun 2021,0.54,0.66,0.12,22.22
GABC,26-JUL-21,Jun 2021,0.65,0.9,0.25,38.46
GAN,16-AUG-21,Jun 2021,-0.01,-0.07,-0.06,-600.0
GATX,20-JUL-21,Jun 2021,1.01,1.35,0.34,33.66
GBCI,22-JUL-21,Jun 2021,0.73,0.81,0.08,10.96
GBIO,11-AUG-21,Jun 2021,-0.47,-0.55,-0.08,-17.02
GBT,03-AUG-21,Jun 2021,-1.17,-1.12,0.05,4.27
GBX,09-JUL-21,May 2021,0.09,0.69,0.6,666.67
GCI,06-AUG-21,Jun 2021,-0.72,0.2,0.92,127.78
GCO,02-SEP-21,Jul 2021,-0.01,1.05,1.06,10600.0
GCP,05-AUG-21,Jun 2021,0.21,0.22,0.01,4.76
GD,28-JUL-21,Jun 2021,2.52,2.61,0.09,3.57
GDDY,04-AUG-21,Jun 2021,0.3,0.27,-0.03,-10.0
GDEN,05-AUG-21,Jun 2021,0.45,2.73,2.28,506.67
GDOT,03-AUG-21,Jun 2021,0.46,0.68,0.22,47.83
GDYN,05-AUG-21,Jun 2021,0.06,0.1,0.04,66.67
GE,27-JUL-21,Jun 2021,0.24,0.4,0.16,66.67
GEF,01-SEP-21,Jul 2021,1.6,1.93,0.33,20.63
GEO,04-AUG-21,Jun 2021,0.58,0.7,0.12,20.69
GERN,16-AUG-21,Jun 2021,-0.09,-0.09,0.0,0.0
GES,25-AUG-21,Jul 2021,0.68,0.96,0.28,41.18
GEVO,12-AUG-21,Jun 2021,-0.05,-0.09,-0.04,-80.0
GFF,29-JUL-21,Jun 2021,0.41,0.43,0.02,4.88
GGG,21-JUL-21,Jun 2021,0.61,0.62,0.01,1.64
GH,05-AUG-21,Jun 2021,-0.87,-0.96,-0.09,-10.34
GIII,02-SEP-21,Jul 2021,0.1,0.39,0.29,290.0
GILD,29-JUL-21,Jun 2021,1.76,1.87,0.11,6.25
GIS,30-JUN-21,May 2021,0.83,0.91,0.08,9.64
GKOS,05-AUG-21,Jun 2021,-0.24,-0.11,0.13,54.17
GL,21-JUL-21,Jun 2021,1.83,1.85,0.02,1.09
GLDD,03-AUG-21,Jun 2021,0.21,0.03,-0.18,-85.71
GLNG,09-AUG-21,Jun 2021,-0.04,-0.07,-0.03,-75.0
GLOB,12-AUG-21,Jun 2021,0.84,0.88,0.04,4.76
GLPI,29-JUL-21,Jun 2021,0.86,0.87,0.01,1.16
GLW,27-JUL-21,Jun 2021,0.51,0.53,0.02,3.92
GM,04-AUG-21,Jun 2021,1.89,1.97,0.08,4.23
GME,08-SEP-21,Jul 2021,-0.42,-0.76,-0.34,-80.95
GMED,04-AUG-21,Jun 2021,0.45,0.56,0.11,24.44
GMRE,03-AUG-21,Jun 2021,0.22,0.23,0.01,4.55
GMS,02-SEP-21,Jul 2021,1.3,1.67,0.37,28.46
GNK,04-AUG-21,Jun 2021,0.72,0.75,0.03,4.17
GNL,05-AUG-21,Jun 2021,0.46,-0.14,-0.6,-130.43
GNRC,28-JUL-21,Jun 2021,2.35,2.39,0.04,1.7
GNTX,23-JUL-21,Jun 2021,0.43,0.36,-0.07,-16.28
GNTY,19-JUL-21,Jun 2021,0.76,0.77,0.01,1.32
GO,10-AUG-21,Jun 2021,0.23,0.23,0.0,0.0
GOCO,11-AUG-21,Jun 2021,-0.05,-0.03,0.02,40.0
GOGO,05-AUG-21,Jun 2021,-0.04,-0.03,0.01,25.0
GOLF,05-AUG-21,Jun 2021,0.77,1.08,0.31,40.26
GOOD,09-AUG-21,Jun 2021,0.39,0.37,-0.02,-5.13
GOOG,27-JUL-21,Jun 2021,19.89,27.26,7.37,37.05
GOOGL,27-JUL-21,Jun 2021,19.89,27.26,7.37,37.05
GOSS,09-AUG-21,Jun 2021,-0.77,-0.8,-0.03,-3.9
GPC,22-JUL-21,Jun 2021,1.58,1.74,0.16,10.13
GPI,29-JUL-21,Jun 2021,10.1,10.31,0.21,2.08
GPK,27-JUL-21,Jun 2021,0.28,0.26,-0.02,-7.14
GPMT,09-AUG-21,Jun 2021,0.36,0.27,-0.09,-25.0
GPN,02-AUG-21,Jun 2021,1.89,2.04,0.15,7.94
GPRE,02-AUG-21,Jun 2021,-0.2,0.25,0.45,225.0
GPRO,05-AUG-21,Jun 2021,0.04,0.12,0.08,200.0
GPS,26-AUG-21,Jul 2021,0.47,0.7,0.23,48.94
GRBK,03-AUG-21,Jun 2021,0.84,1.02,0.18,21.43
GRMN,28-JUL-21,Jun 2021,1.23,1.68,0.45,36.59
GRPN,05-AUG-21,Jun 2021,-0.34,0.33,0.67,197.06
GRTS,05-AUG-21,Jun 2021,-0.53,-0.33,0.2,37.74
GRWG,12-AUG-21,Jun 2021,0.12,0.11,-0.01,-8.33
GS,13-JUL-21,Jun 2021,9.9,15.02,5.12,51.72
GSAT,05-AUG-21,Jun 2021,-0.02,-0.01,0.01,50.0
GSBC,21-JUL-21,Jun 2021,1.3,1.46,0.16,12.31
GSHD,28-JUL-21,Jun 2021,0.18,0.13,-0.05,-27.78
GT,06-AUG-21,Jun 2021,0.17,0.32,0.15,88.24
GTES,09-AUG-21,Jun 2021,0.36,0.42,0.06,16.67
GTHX,04-AUG-21,Jun 2021,-0.96,-0.94,0.02,2.08
GTLS,22-JUL-21,Jun 2021,0.78,0.76,-0.02,-2.56
GTN,05-AUG-21,Jun 2021,0.32,0.27,-0.05,-15.63
GTY,28-JUL-21,Jun 2021,0.48,0.49,0.01,2.08
GVA,29-JUL-21,Jun 2021,0.44,0.91,0.47,106.82
GWRE,02-SEP-21,Jul 2021,0.28,0.37,0.09,32.14
GWW,30-JUL-21,Jun 2021,4.61,4.27,-0.34,-7.38
H,03-AUG-21,Jun 2021,-0.89,-1.15,-0.26,-29.21
HA,27-JUL-21,Jun 2021,-1.79,-1.44,0.35,19.55
HAE,11-AUG-21,Jun 2021,0.47,0.5,0.03,6.38
HAFC,27-JUL-21,Jun 2021,0.48,0.72,0.24,50.0
HAIN,26-AUG-21,Jun 2021,0.4,0.39,-0.01,-2.5
HAL,20-JUL-21,Jun 2021,0.22,0.26,0.04,18.18
HALO,09-AUG-21,Jun 2021,0.43,0.66,0.23,53.49
HAS,26-JUL-21,Jun 2021,0.5,1.05,0.55,110.0
HASI,05-AUG-21,Jun 2021,0.38,0.57,0.19,50.0
HAYN,29-JUL-21,Jun 2021,-0.17,0.03,0.2,117.65
HBAN,29-JUL-21,Jun 2021,0.32,0.35,0.03,9.38
HBCP,27-JUL-21,Jun 2021,1.2,1.34,0.14,11.67
HBI,05-AUG-21,Jun 2021,0.39,0.47,0.08,20.51
HBIO,05-AUG-21,Jun 2021,0.05,0.06,0.01,20.0
HBNC,27-JUL-21,Jun 2021,0.43,0.51,0.08,18.6
HCA,20-JUL-21,Jun 2021,3.17,4.37,1.2,37.85
HCC,04-AUG-21,Jun 2021,-0.16,0.25,0.41,256.25
HCCI,28-JUL-21,Jun 2021,0.38,0.64,0.26,68.42
HCI,05-AUG-21,Jun 2021,0.03,0.11,0.08,266.67
HCKT,10-AUG-21,Jun 2021,0.29,0.39,0.1,34.48
HCSG,21-JUL-21,Jun 2021,0.29,0.13,-0.16,-55.17
HD,17-AUG-21,Jul 2021,4.43,4.53,0.1,2.26
HE,09-AUG-21,Jun 2021,0.38,0.58,0.2,52.63
HEAR,05-AUG-21,Jun 2021,-0.07,0.14,0.21,300.0
HEES,03-AUG-21,Jun 2021,0.4,0.43,0.03,7.5
HEI,24-AUG-21,Jul 2021,0.54,0.56,0.02,3.7
HELE,08-JUL-21,May 2021,2.61,3.48,0.87,33.33
HES,28-JUL-21,Jun 2021,0.19,0.24,0.05,26.32
HFWA,22-JUL-21,Jun 2021,0.51,0.9,0.39,76.47
HGEN,12-AUG-21,Jun 2021,-0.46,-1.2,-0.74,-160.87
HGV,29-JUL-21,Jun 2021,0.21,0.1,-0.11,-52.38
HHC,04-AUG-21,Jun 2021,-0.42,0.09,0.51,121.43
HI,04-AUG-21,Jun 2021,0.76,0.85,0.09,11.84
HIBB,27-AUG-21,Jul 2021,1.24,2.86,1.62,130.65
HIG,28-JUL-21,Jun 2021,1.33,2.33,1.0,75.19
HII,05-AUG-21,Jun 2021,2.49,3.2,0.71,28.51
HIW,27-JUL-21,Jun 2021,0.9,0.93,0.03,3.33
HL,05-AUG-21,Jun 2021,0.05,0.06,0.01,20.0
HLF,03-AUG-21,Jun 2021,1.26,1.52,0.26,20.63
HLI,03-AUG-21,Jun 2021,1.16,1.19,0.03,2.59
HLIO,09-AUG-21,Jun 2021,0.86,1.2,0.34,39.53
HLNE,03-AUG-21,Jun 2021,0.7,0.84,0.14,20.0
HLT,29-JUL-21,Jun 2021,0.34,0.56,0.22,64.71
HLX,26-JUL-21,Jun 2021,-0.09,-0.09,0.0,0.0
HMN,02-AUG-21,Jun 2021,0.99,1.02,0.03,3.03
HMST,26-JUL-21,Jun 2021,1.18,1.37,0.19,16.1
HNGR,04-AUG-21,Jun 2021,0.21,0.27,0.06,28.57
HOG,21-JUL-21,Jun 2021,1.15,1.33,0.18,15.65
HOLX,28-JUL-21,Jun 2021,1.11,1.33,0.22,19.82
HOMB,15-JUL-21,Jun 2021,0.46,0.46,0.0,0.0
HON,23-JUL-21,Jun 2021,1.94,2.02,0.08,4.12
HONE,27-JUL-21,Jun 2021,0.36,0.27,-0.09,-25.0
HOPE,20-JUL-21,Jun 2021,0.38,0.43,0.05,13.16
HP,28-JUL-21,Jun 2021,-0.57,-0.57,0.0,0.0
HPE,02-SEP-21,Jul 2021,0.42,0.47,0.05,11.9
HPP,03-AUG-21,Jun 2021,0.47,0.49,0.02,4.26
HPQ,26-AUG-21,Jul 2021,0.84,1.0,0.16,19.05
HQY,08-SEP-21,Jul 2021,0.36,0.4,0.04,11.11
HR,04-AUG-21,Jun 2021,0.43,0.43,0.0,0.0
HRI,22-JUL-21,Jun 2021,1.08,1.57,0.49,45.37
HRL,02-SEP-21,Jul 2021,0.38,0.39,0.01,2.63
HRMY,10-AUG-21,Jun 2021,0.19,0.54,0.35,184.21
HRTX,09-AUG-21,Jun 2021,-0.59,-0.62,-0.03,-5.08
HSC,03-AUG-21,Jun 2021,0.24,0.28,0.04,16.67
HSIC,03-AUG-21,Jun 2021,0.95,1.11,0.16,16.84
HSII,26-JUL-21,Jun 2021,0.83,1.14,0.31,37.35
HST,03-AUG-21,Jun 2021,0.04,0.12,0.08,200.0
HSTM,26-JUL-21,Jun 2021,-0.03,0.08,0.11,366.67
HSY,29-JUL-21,Jun 2021,1.42,1.47,0.05,3.52
HT,27-JUL-21,Jun 2021,-0.13,-0.04,0.09,69.23
HTA,03-AUG-21,Jun 2021,0.44,0.44,0.0,0.0
HTBI,29-JUL-21,Jun 2021,0.43,0.5,0.07,16.28
HTBK,22-JUL-21,Jun 2021,0.18,0.15,-0.03,-16.67
HTH,22-JUL-21,Jun 2021,1.09,1.21,0.12,11.01
HTLD,19-JUL-21,Jun 2021,0.26,0.26,0.0,0.0
HTLF,26-JUL-21,Jun 2021,1.28,1.41,0.13,10.16
HUBB,27-JUL-21,Jun 2021,2.15,2.36,0.21,9.77
HUBG,29-JUL-21,Jun 2021,0.71,0.78,0.07,9.86
HUBS,04-AUG-21,Jun 2021,0.32,0.43,0.11,34.38
HUM,28-JUL-21,Jun 2021,6.86,6.89,0.03,0.44
HUN,30-JUL-21,Jun 2021,0.82,0.86,0.04,4.88
HURN,29-JUL-21,Jun 2021,0.46,0.69,0.23,50.0
HVT,27-JUL-21,Jun 2021,0.66,1.21,0.55,83.33
HWC,20-JUL-21,Jun 2021,1.15,1.37,0.22,19.13
HWKN,29-JUL-21,Jun 2021,0.7,0.79,0.09,12.86
HXL,26-JUL-21,Jun 2021,0.01,0.08,0.07,700.0
HZNP,04-AUG-21,Jun 2021,0.91,1.62,0.71,78.02
HZO,22-JUL-21,Jun 2021,2.1,2.59,0.49,23.33
IAA,03-AUG-21,Jun 2021,0.53,0.69,0.16,30.19
IAC,04-AUG-21,Jun 2021,-0.32,-0.11,0.21,65.63
IART,28-JUL-21,Jun 2021,0.67,0.79,0.12,17.91
IBCP,29-JUL-21,Jun 2021,0.7,0.56,-0.14,-20.0
IBKR,20-JUL-21,Jun 2021,0.83,0.82,-0.01,-1.2
IBM,19-JUL-21,Jun 2021,2.25,2.33,0.08,3.56
IBP,05-AUG-21,Jun 2021,1.41,1.59,0.18,12.77
IBTX,26-JUL-21,Jun 2021,1.32,1.35,0.03,2.27
ICAD,05-AUG-21,Jun 2021,-0.08,-0.11,-0.03,-37.5
ICE,29-JUL-21,Jun 2021,1.16,1.16,0.0,0.0
ICFI,03-AUG-21,Jun 2021,0.98,1.19,0.21,21.43
ICHR,03-AUG-21,Jun 2021,0.85,0.9,0.05,5.88
ICPT,29-JUL-21,Jun 2021,-1.24,-0.33,0.91,73.39
ICUI,04-AUG-21,Jun 2021,1.64,1.88,0.24,14.63
IDA,29-JUL-21,Jun 2021,1.24,1.38,0.14,11.29
IDCC,05-AUG-21,Jun 2021,-0.25,0.39,0.64,256.0
IDEX,16-AUG-21,Jun 2021,-0.01,-0.02,-0.01,-100.0
IDXX,30-JUL-21,Jun 2021,2.01,2.34,0.33,16.42
IDYA,10-AUG-21,Jun 2021,-0.07,-0.33,-0.26,-371.43
IEA,28-JUL-21,Jun 2021,0.21,0.12,-0.09,-42.86
IEX,27-JUL-21,Jun 2021,1.62,1.61,-0.01,-0.62
IFF,05-AUG-21,Jun 2021,1.51,1.5,-0.01,-0.66
IGMS,09-AUG-21,Jun 2021,-1.21,-1.16,0.05,4.13
IGT,03-AUG-21,Jun 2021,0.26,-0.48,-0.74,-284.62
IHRT,05-AUG-21,Jun 2021,-0.12,-0.22,-0.1,-83.33
IIIV,09-AUG-21,Jun 2021,0.28,0.26,-0.02,-7.14
IIPR,04-AUG-21,Jun 2021,1.63,1.64,0.01,0.61
IIVI,10-AUG-21,Jun 2021,0.76,0.88,0.12,15.79
ILMN,05-AUG-21,Jun 2021,1.36,1.87,0.51,37.5
ILPT,28-JUL-21,Jun 2021,0.47,0.29,-0.18,-38.3
IMAX,27-JUL-21,Jun 2021,-0.27,-0.12,0.15,55.56
IMGN,30-JUL-21,Jun 2021,-0.18,-0.15,0.03,16.67
IMVT,09-AUG-21,Jun 2021,-0.3,-0.31,-0.01,-3.33
IMXI,04-AUG-21,Jun 2021,0.3,0.39,0.09,30.0
INBK,21-JUL-21,Jun 2021,1.21,1.11,-0.1,-8.26
INCY,03-AUG-21,Jun 2021,0.73,0.81,0.08,10.96
INDB,22-JUL-21,Jun 2021,1.1,1.17,0.07,6.36
INFN,03-AUG-21,Jun 2021,-0.05,-0.03,0.02,40.0
INFU,12-AUG-21,Jun 2021,0.11,0.04,-0.07,-63.64
INGN,04-AUG-21,Jun 2021,-0.13,0.22,0.35,269.23
INN,03-AUG-21,Jun 2021,0.03,-0.21,-0.24,-800.0
INNV,21-SEP-21,Jun 2021,0.06,0.05,-0.01,-16.67
INO,09-AUG-21,Jun 2021,-0.25,-0.39,-0.14,-56.0
INSG,04-AUG-21,Jun 2021,-0.07,-0.08,-0.01,-14.29
INSM,05-AUG-21,Jun 2021,-0.85,-0.94,-0.09,-10.59
INSP,03-AUG-21,Jun 2021,-0.61,-0.48,0.13,21.31
INST,17-AUG-21,Jun 2021,0.02,0.16,0.14,700.0
INSW,09-AUG-21,Jun 2021,-0.59,-0.51,0.08,13.56
INT,29-JUL-21,Jun 2021,0.3,0.39,0.09,30.0
INTC,22-JUL-21,Jun 2021,1.06,1.28,0.22,20.75
INTU,24-AUG-21,Jul 2021,1.59,1.97,0.38,23.9
INVA,28-JUL-21,Jun 2021,0.29,0.9,0.61,210.34
INVE,03-AUG-21,Jun 2021,-0.05,-0.01,0.04,80.0
INVH,28-JUL-21,Jun 2021,0.35,0.11,-0.24,-68.57
IONS,04-AUG-21,Jun 2021,-0.56,-0.57,-0.01,-1.79
IOSP,03-AUG-21,Jun 2021,0.98,1.3,0.32,32.65
IOVA,05-AUG-21,Jun 2021,-0.52,-0.53,-0.01,-1.92
IP,29-JUL-21,Jun 2021,1.05,1.06,0.01,0.95
IPAR,09-AUG-21,Jun 2021,0.55,0.71,0.16,29.09
IPG,21-JUL-21,Jun 2021,0.45,0.7,0.25,55.56
IPGP,03-AUG-21,Jun 2021,1.39,1.33,-0.06,-4.32
IPI,02-AUG-21,Jun 2021,0.29,0.55,0.26,89.66
IQV,27-JUL-21,Jun 2021,2.07,2.13,0.06,2.9
IR,28-JUL-21,Jun 2021,0.4,0.46,0.06,15.0
IRBT,28-JUL-21,Jun 2021,0.29,0.27,-0.02,-6.9
IRDM,20-JUL-21,Jun 2021,-0.08,0.03,0.11,137.5
IRM,05-AUG-21,Jun 2021,0.64,0.85,0.21,32.81
IRMD,30-JUL-21,Jun 2021,0.15,0.14,-0.01,-6.67
IRT,26-JUL-21,Jun 2021,0.19,0.2,0.01,5.26
IRTC,05-AUG-21,Jun 2021,-0.97,-0.59,0.38,39.18
IRWD,05-AUG-21,Jun 2021,0.23,0.34,0.11,47.83
ISEE,04-AUG-21,Jun 2021,-0.26,-0.32,-0.06,-23.08
ISRG,20-JUL-21,Jun 2021,1.05,1.31,0.26,24.76
IT,03-AUG-21,Jun 2021,1.74,2.24,0.5,28.74
ITCI,09-AUG-21,Jun 2021,-0.79,-0.85,-0.06,-7.59
ITGR,29-JUL-21,Jun 2021,0.91,1.07,0.16,17.58
ITRI,05-AUG-21,Jun 2021,0.5,0.28,-0.22,-44.0
ITT,05-AUG-21,Jun 2021,0.9,0.94,0.04,4.44
ITW,30-JUL-21,Jun 2021,2.07,2.1,0.03,1.45
IVR,04-AUG-21,Jun 2021,0.09,0.1,0.01,11.11
IVZ,27-JUL-21,Jun 2021,0.71,0.78,0.07,9.86
JACK,04-AUG-21,Jun 2021,1.46,1.79,0.33,22.6
JAMF,10-AUG-21,Jun 2021,0.05,0.06,0.01,20.0
JAZZ,03-AUG-21,Jun 2021,3.55,3.9,0.35,9.86
JBGS,03-AUG-21,Jun 2021,0.33,-0.03,-0.36,-109.09
JBHT,19-JUL-21,Jun 2021,1.55,1.61,0.06,3.87
JBL,17-JUN-21,May 2021,1.03,1.3,0.27,26.21
JBLU,27-JUL-21,Jun 2021,-0.73,-0.64,0.09,12.33
JBT,27-JUL-21,Jun 2021,1.0,1.19,0.19,19.0
JCI,30-JUL-21,Jun 2021,0.83,0.83,0.0,0.0
JEF,28-JUN-21,May 2021,0.86,1.31,0.45,52.33
JELD,02-AUG-21,Jun 2021,0.61,0.59,-0.02,-3.28
JHG,29-JUL-21,Jun 2021,0.99,1.16,0.17,17.17
JJSF,26-JUL-21,Jun 2021,0.79,1.51,0.72,91.14
JKHY,17-AUG-21,Jun 2021,0.93,1.04,0.11,11.83
JLL,04-AUG-21,Jun 2021,1.44,4.2,2.76,191.67
JNCE,05-AUG-21,Jun 2021,-0.38,-0.08,0.3,78.95
JNJ,21-JUL-21,Jun 2021,2.28,2.48,0.2,8.77
JNPR,27-JUL-21,Jun 2021,0.39,0.43,0.04,10.26
JPM,13-JUL-21,Jun 2021,3.1,3.78,0.68,21.94
JRVR,04-AUG-21,Jun 2021,0.53,0.54,0.01,1.89
JWN,24-AUG-21,Jul 2021,0.26,0.49,0.23,88.46
JYNT,05-AUG-21,Jun 2021,0.05,0.18,0.13,260.0
K,05-AUG-21,Jun 2021,1.03,1.14,0.11,10.68
KAI,03-AUG-21,Jun 2021,1.51,2.01,0.5,33.11
KALU,21-JUL-21,Jun 2021,2.27,1.0,-1.27,-55.95
KALV,09-SEP-21,Jul 2021,-0.73,-0.66,0.07,9.59
KAMN,05-AUG-21,Jun 2021,0.36,0.56,0.2,55.56
KAR,03-AUG-21,Jun 2021,0.16,0.15,-0.01,-6.25
KBH,23-JUN-21,May 2021,1.29,1.5,0.21,16.28
KBR,29-JUL-21,Jun 2021,0.48,0.58,0.1,20.83
KDP,29-JUL-21,Jun 2021,0.37,0.38,0.01,2.7
KELYA,12-AUG-21,Jun 2021,0.33,0.49,0.16,48.48
KEX,29-JUL-21,Jun 2021,0.12,0.17,0.05,41.67
KEY,20-JUL-21,Jun 2021,0.55,0.72,0.17,30.91
KEYS,18-AUG-21,Jul 2021,1.44,1.54,0.1,6.94
KFRC,03-AUG-21,Jun 2021,0.91,1.0,0.09,9.89
KFY,08-SEP-21,Jul 2021,1.07,1.37,0.3,28.04
KHC,04-AUG-21,Jun 2021,0.73,0.78,0.05,6.85
KIDS,04-AUG-21,Jun 2021,-0.21,-0.11,0.1,47.62
KIM,29-JUL-21,Jun 2021,0.31,0.34,0.03,9.68
KKR,03-AUG-21,Jun 2021,0.84,1.05,0.21,25.0
KLAC,29-JUL-21,Jun 2021,3.94,4.43,0.49,12.44
KLIC,04-AUG-21,Jun 2021,1.36,1.87,0.51,37.5
KMB,23-JUL-21,Jun 2021,1.73,1.47,-0.26,-15.03
KMI,21-JUL-21,Jun 2021,0.19,0.23,0.04,21.05
KMPH,12-AUG-21,Jun 2021,0.23,-0.4,-0.63,-273.91
KMPR,29-JUL-21,Jun 2021,1.11,-1.54,-2.65,-238.74
KMT,02-AUG-21,Jun 2021,0.39,0.53,0.14,35.9
KMX,25-JUN-21,May 2021,1.61,2.63,1.02,63.35
KN,28-JUL-21,Jun 2021,0.26,0.31,0.05,19.23
KNSA,03-AUG-21,Jun 2021,-0.69,-0.61,0.08,11.59
KNSL,29-JUL-21,Jun 2021,1.09,1.28,0.19,17.43
KNX,21-JUL-21,Jun 2021,0.87,0.98,0.11,12.64
KO,21-JUL-21,Jun 2021,0.57,0.68,0.11,19.3
KOD,09-AUG-21,Jun 2021,-1.04,-1.08,-0.04,-3.85
KOP,06-AUG-21,Jun 2021,1.36,1.41,0.05,3.68
KOPN,03-AUG-21,Jun 2021,-0.01,-0.04,-0.03,-300.0
KPTI,05-AUG-21,Jun 2021,-0.72,-0.71,0.01,1.39
KR,10-SEP-21,Jul 2021,0.63,0.8,0.17,26.98
KRC,28-JUL-21,Jun 2021,0.84,0.88,0.04,4.76
KREF,26-JUL-21,Jun 2021,0.49,0.54,0.05,10.2
KRG,02-AUG-21,Jun 2021,0.32,0.34,0.02,6.25
KRNY,29-JUL-21,Jun 2021,0.21,0.24,0.03,14.29
KROS,05-AUG-21,Jun 2021,-0.66,-0.67,-0.01,-1.52
KRTX,05-AUG-21,Jun 2021,-1.24,-1.17,0.07,5.65
KRYS,09-AUG-21,Jun 2021,-0.74,-0.74,0.0,0.0
KSS,19-AUG-21,Jul 2021,1.3,2.48,1.18,90.77
KTB,05-AUG-21,Jun 2021,0.4,0.4,0.0,0.0
KTOS,03-AUG-21,Jun 2021,0.06,0.06,0.0,0.0
KURA,05-AUG-21,Jun 2021,-0.49,-0.51,-0.02,-4.08
KW,04-AUG-21,Jun 2021,1.59,1.88,0.29,18.24
KWR,03-AUG-21,Jun 2021,1.5,1.82,0.32,21.33
KZR,12-AUG-21,Jun 2021,-0.26,-0.25,0.01,3.85
LAD,21-JUL-21,Jun 2021,6.56,11.12,4.56,69.51
LADR,29-JUL-21,Jun 2021,0.05,0.1,0.05,100.0
LAMR,05-AUG-21,Jun 2021,1.77,1.75,-0.02,-1.13
LANC,26-AUG-21,Jun 2021,1.39,1.15,-0.24,-17.27
LAND,10-AUG-21,Jun 2021,0.15,0.13,-0.02,-13.33
LASR,05-AUG-21,Jun 2021,0.08,0.09,0.01,12.5
LAUR,05-AUG-21,Jun 2021,0.13,-0.19,-0.32,-246.15
LAZ,30-JUL-21,Jun 2021,0.89,1.28,0.39,43.82
LBAI,22-JUL-21,Jun 2021,0.44,0.53,0.09,20.45
LBRDK,06-AUG-21,Jun 2021,1.14,0.83,-0.31,-27.19
LBRT,27-JUL-21,Jun 2021,-0.12,-0.29,-0.17,-141.67
LC,28-JUL-21,Jun 2021,-0.41,0.09,0.5,121.95
LCII,03-AUG-21,Jun 2021,2.72,2.68,-0.04,-1.47
LCTX,12-AUG-21,Jun 2021,-0.03,-0.03,0.0,0.0
LDOS,03-AUG-21,Jun 2021,1.57,1.52,-0.05,-3.18
LE,02-SEP-21,Jul 2021,0.43,0.48,0.05,11.63
LEA,06-AUG-21,Jun 2021,2.4,2.45,0.05,2.08
LECO,27-JUL-21,Jun 2021,1.46,1.67,0.21,14.38
LEG,02-AUG-21,Jun 2021,0.51,0.66,0.15,29.41
LEN,16-JUN-21,May 2021,2.34,2.95,0.61,26.07
LESL,04-AUG-21,Jun 2021,0.57,0.64,0.07,12.28
LEU,11-AUG-21,Jun 2021,0.27,0.79,0.52,192.59
LFUS,28-JUL-21,Jun 2021,2.25,3.41,1.16,51.56
LGIH,03-AUG-21,Jun 2021,3.72,4.71,0.99,26.61
LGND,29-JUL-21,Jun 2021,1.45,1.63,0.18,12.41
LH,29-JUL-21,Jun 2021,5.64,6.13,0.49,8.69
LHCG,04-AUG-21,Jun 2021,1.55,1.62,0.07,4.52
LHX,03-AUG-21,Jun 2021,3.17,3.26,0.09,2.84
LII,26-JUL-21,Jun 2021,4.32,4.57,0.25,5.79
LIND,03-AUG-21,Jun 2021,-0.6,-0.71,-0.11,-18.33
LITE,18-AUG-21,Jun 2021,1.07,1.15,0.08,7.48
LIVN,28-JUL-21,Jun 2021,0.32,0.52,0.2,62.5
LKFN,26-JUL-21,Jun 2021,0.89,0.95,0.06,6.74
LKQ,29-JUL-21,Jun 2021,0.74,1.13,0.39,52.7
LL,04-AUG-21,Jun 2021,0.31,0.41,0.1,32.26
LLNW,29-JUL-21,Jun 2021,-0.03,-0.06,-0.03,-100.0
LLY,03-AUG-21,Jun 2021,1.89,1.87,-0.02,-1.06
LMAT,29-JUL-21,Jun 2021,0.34,0.4,0.06,17.65
LMND,04-AUG-21,Jun 2021,-0.88,-0.9,-0.02,-2.27
LMNR,08-SEP-21,Jul 2021,0.18,0.2,0.02,11.11
LMT,26-JUL-21,Jun 2021,6.51,7.13,0.62,9.52
LNC,04-AUG-21,Jun 2021,2.41,3.17,0.76,31.54
LNDC,28-JUL-21,May 2021,-0.03,0.07,0.1,333.33
LNG,05-AUG-21,Jun 2021,0.92,0.54,-0.38,-41.3
LNN,01-JUL-21,May 2021,1.22,1.61,0.39,31.97
LNT,05-AUG-21,Jun 2021,0.54,0.57,0.03,5.56
LNTH,28-JUL-21,Jun 2021,0.05,0.11,0.06,120.0
LOB,21-JUL-21,Jun 2021,0.59,1.41,0.82,138.98
LOCO,05-AUG-21,Jun 2021,0.27,0.29,0.02,7.41
LOPE,05-AUG-21,Jun 2021,1.09,1.12,0.03,2.75
LOVE,09-SEP-21,Jul 2021,-0.11,0.52,0.63,572.73
LOW,18-AUG-21,Jul 2021,3.99,4.25,0.26,6.52
LPI,04-AUG-21,Jun 2021,2.84,1.71,-1.13,-39.79
LPLA,29-JUL-21,Jun 2021,1.63,1.85,0.22,13.5
LPRO,10-AUG-21,Jun 2021,0.17,0.25,0.08,47.06
LPSN,03-AUG-21,Jun 2021,-0.15,-0.11,0.04,26.67
